location,title,company,salary,summary
Cork,DevOps Engineer - Cork,b'\n\nBerkley Recruitment Group\n',NA,"b'\nAs part of this expansion, we are seeking a number of DevOps Engineers to work on a permanent basis with this team in Cork....'"
Cork,Senior Electrical Engineer - EPCM,b'\n\nJobContax\n',NA,"b'\nLighting, Fire Alarm, Emergency Lighting, Cable Sizing, Cable Containment, General Services and Data Design....'"
Cork,Quality Engineer,b'\n\nCareerWise Recruitment\n',NA,"b'\nData collection, analyzing and reporting. Automation Engineers & Strategic Procurement Specialists. A Quality Engineer is required by CareerWise Recruitment for...'"
Cork,Linux Engineer - Hadoop Administrator,b'\n\nePeople Recruitment Ltd\n',NA,b'\nLinux Engineer - Hadoop Administrator. We have a requirement for a Linux Engineer who is looking to move into the big data space and would be interested in...'
Cork,Senior Network Engineer,b'\n\nHRM Executive Recruitment\n',NA,b'\nResponsible or the internal data communications systems (i.e. Minimum of 6 years\xe2\x80\x99 experience with an organisation data communication systems including LAN/WANs....'
Cork,Process Design Engineers,b'\n\nJobContax\n',NA,"b'\nProvides process data to environmental groups, reviews and approves equipment RFQ\xe2\x80\x99s, bid tabulations and vendor data;...'"
Cork,Quality Compliance Engineer,b'\n\nCareerWise Recruitment\n',NA,"b'\nEngineer, Technical or Quality Degree Qualified. Data and trend analysis and reporting. A Quality Compliance Engineer is required by CareerWise Recruitment for...'"
Munster,Project Engineer,b'\n\nLife Science Recruitment\n',NA,"b'\nWork with quality engineers to develop component specific testing and inspection protocols. Will analyse equipment to establish operating data, conduct...'"
Cork,IT Security Risk Analyst,b'\n\nCollins McNicholas\n',NA,"b'\nThis may include producing and analysing output from infrastructure, database, data classifications or web application vulnerability assessments and developing...'"
Cork,Lead Design Pharmaceutical Process Engineer,b'\n\n\nJacobs\n',NA,"b'\nPrepares control valves process data, relief valve data, analyzer data. Prepares instrumentation process data....'"
Cork,Automation & Process Control Engineer,b'\n\nFastnet Recruitment\n',NA,"b'\nAnalyse plant data, establish process dynamics and identify models. We are recruiting an Automation & Advanced Process Control Engineer for our client in Cork....'"
Cork,Computer Systems Validation Engineer Cork JO1001,b'\n\n\nZenith Technologies\n',NA,"b'\nComputer Systems Validation Engineer \xe2\x80\x93 Cork based \xe2\x80\x93 JO1001. Familiar with Annex 11/21CFR Part 11 requirements, GAMP 5 and data integrity guidelines....'"
Cork,"Strategic Sourcing Lead, Global role",b'\n\nThe RFT Group\n',NA,"b'\nThe RFT Group, BioPharmaceutical Division specialise exclusively in the recruitment of scientists, engineers and executives for the biotechnology,...'"
Cork,Senior Process Engineer,b'\n\n\nReal Staffing\n',NA,"b""\nIf so, then you may be the Senior Process Improvement Engineer we're looking for. As Senior Continuous Improvement Process Engineer your purpose is to analyse..."""
Cork,Manufacturing Engineer,b'\n\n\nReal Staffing\n',NA,"b'\nAs the Manufacturing Engineer, you will work on problems of diverse scope where analysis of data requires evaluation of identifiable factors....'"
"Carrigtwohill, County Cork","SENIOR ENGINEER – PROCESS DEVELOPMENT, ADVANCED OPERATIONS",b'\n\n\nStryker\n',NA,"b'\nWork with quality engineers to develop component specific testing and inspection protocols. Will analyse equipment to establish operating data, conduct...'"
Cork,Senior Quality Compliance Engineer,b'\n\nFastnet Recruitment\n',NA,"b'\nSenior Quality Compliance Engineer. Engineer, Technical or Quality Degree Qualified. Data and trend analysis and reporting....'"
Cork,Contracts Manager/ Project Manager,b'\n\n\nHays\n',NA,"b'\nYou will represent the company in your dealing with clients, main contractors, architects and engineers on projects of varied scale and complexity....'"
Munster,Quality Senior Supervisor,b'\n\nCollins McNicholas\n',NA,b'\nO Trend analysis of data from the controls. O Direction of the relevant quality engineers in areas of responsibility....'
Cork,Advanced Manufacturing Engineer,b'\n\nHERO Recruitment\n',NA,"b'\nAdvanced Manufacturing Engineer Our client, a medical device company in Cork are currently looking to recruit an Advanced Manufacturing Engineer for their site...'"
Cork,Manufacturing Process Specialist,b'\n\nLotusWorks\n',NA,"b'\nDevelopment of and subsequent reporting on metrics relating the overall end to end performance of the business unit including the preparation of scorecards,...'"
Cork,Quality Engineer II,b'\n\nCollins McNicholas\n',NA,b'\nQuality Engineer II. Co-ordinate effective and timely follow-up on all supplier quality issues....'
Munster,Test Process Engineer II,b'\n\nCollins McNicholas\n',NA,"b'\nPerforms tests, analyzes data, writes reports and has an ability to work from schematics, engineering drawings, and written or verbal instructions....'"
Cork,"Associate Director, Bioassay (Analytical Development)",b'\n\nAzon\n',NA,"b'\nProficient in experimental design, bioassay development, bioassay data reduction, reporting and statistical analysis....'"
Cork,CSV Engineer,b'\n\n\nZenith Technologies\n',NA,"b'\nComputer System Validation Engineers*. Familiar with Annex 11/21CFR Part 11 requirements, GAMP 5 and data integrity guidelines....'"
Cork,Supplier Quality Engineer,b'\n\n\nReal Staffing\n',NA,b'\nSUPPLIER QUALITY ENGINEER. Responsible for accuracy and integrity of supplier data that ensures compliance with documented procedures & processes....'
Cork,Process Engineer,b'\n\nICDS Recruitment\n',NA,b'\nProcess Engineer - Cork. Our client is interested in identifying talented engineers whose responsibilities will be to provide process engineering support to...'
Cork,Process Validation Engineer,b'\n\nCareerWise Recruitment\n',NA,b'\nAbility to analyse Capability data using MINITAB. Process Validation Engineer (12 Month Contract) is required by CareerWise Recruitment for our Cork based...'
"Claregalway, County Galway",Senior Principal Big Data Developer,b'\n\n\nAspect Software Inc\n',NA,"b'\nThe Aspect Reporting, Analytics and Big Data team is looking for an experienced Software Development Engineer to provide technical leadership in implementing...'"
Connacht,"Cybersecurity Design and Engineering Professional, PKI",b'\n\n\nHewlett Packard Enterprise\n',NA,"b'\nHPE invents, engineers, and delivers technology solutions that drive business value, create social value, and improve the lives of our clients....'"
Galway,Research & Development Engineer,b'\n\nOpenjaw Technologies\n',NA,"b'\nWe are an ambitious, dynamic and fast-growing company and to support the continued growth, we are currently seeking to recruit hard working, self-motivated...'"
Galway,Research Engineer,b'\n\n\nTessera\n',NA,b'\nImage Processing R&D Scientist / Engineer. Testing frameworks or data capture necessary for the evaluation of new or existing....'
Galway,Quality Intelligence Software Engineer II,b'\n\n\nElectronic Arts\n',NA,b'\nQuality Intelligence Software Engineer II. The next great EA Software Engineer also needs:. The Quality Intelligence Platform tools and methodologies trigger...'
Galway,Embedded R&D Engineer,b'\n\nBluedrop Medical\n',NA,b'\nBluedrop Medical is a team of talented engineers and PhDs who are passionate about solving the biggest challenges in healthcare*....'
"Claregalway, County Galway",Senior Developer Javascript,b'\n\n\nAspect Software Inc\n',NA,"b'\nWork with support engineers, professional services and sales engineers to investigate and handle customer and field escalated cases....'"
Galway,Research Engineer,b'\n\nFotoNation\n',NA,b'\nImage Processing R&D Scientist / Engineer. Testing frameworks or data capture necessary for the evaluation of new or existing....'
Galway,Technical Support Engineer-HVAC OR Data Centre Technologies,b'\n\nPlaceMe Recruitment\n',NA,"b'\nKnowledge of Data Centre air-conditioning and cooling technologies desirable. Providing expert level Cooling Solution support to Customers, Service Engineers,...'"
Galway,Software Engineer III,b'\n\n\nAvaya\n',NA,b'\nExperience in relational database technologies and data analytics. Avaya is seeking highly motivated and creative Senior Software Engineers with proven...'
Galway,Senior Software Engineer,b'\n\n\nElectronic Arts\n',NA,b'\nWe are now searching for an experience Software Engineer to join our Central Quality Engineering Test Automation Platform....'
Galway,"Principal Engineer, Software Development",b'\n\n\nIpswitch\n',NA,"b'\nMassive data storage and transfer. You must be a proven and experienced software engineer who is capable of design, implementation and delivery of Ipswitch\xe2\x80\x99s...'"
Galway,Sales Engineer,b'\n\nAltocloud\n',NA,b'\nJobs@altocloud.com (Sales Engineer). We are looking for a Sales Engineer . Sales Engineers must be able to articulate technology and product positioning to both...'
Galway,Strategic Account Manager- Data Coordinator,b'\n\n\nTE Connectivity\n',NA,b'\nCreate reports in an efficient way that makes data available periodic Provide trending analysis to allow better decision making....'
Galway,Integration Engineer-Graduate Position,b'\n\nManpower: IE\n',NA,b'\nVarious data services like Data Migration and Data cleansing are also in our portfolio. We are seeking an Integration Engineer for their Cloud Service Center on...'
Galway,Senior Systems Engineer,b'\n\n\nFintrax Group\n',NA,"b'\nDocument the as-is payment card data flow across networks in multiple data centres, servers, applications services, databases, secured and unsecured entry...'"
Galway,Quality Assurance Engineer,b'\n\n\nMerit Medical Systems Inc.\n',NA,"b'\nPresents numerical data effectively. Passion for data, analysis, trends, reporting. Fixed Term Contract -12 Months....'"
Galway,Web Marketing Analyst,b'\n\n\nALISON\n',NA,b'\nWork closely with data engineers to ensure the ongoing evolution and improvement of our data assets. Proven ability to perform data driven analyses including...'
Galway,Manufcaturing Engineer (Extrusion/Polymer),b'\n\n\nTE Connectivity\n',NA,"b'\nOur 72,000 people, including over 7,000 engineers, partner with customers in over 150 countries across a wide range of industries....'"
"Athenry, County Galway",Research Officer - Agricultural Economist – Ref: DS1553,b'\n\n\nTeagasc\n',NA,"b'\n\xef\x82\xb7 Knowledge of data. Level data such as the. Data management, statistical analysis, research grants. Range of stakeholders, i.e. national and international...'"
Galway,Sr R/D Engineer-Temp - Mechanical,b'\n\n\nMedtronic\n',NA,"b'\nSenior R&D Engineers are directly. Complaint and yield data as part of risk analysis reviews. Together, we will....'"
Connacht,Adv. Quality Planning Eng.,b'\n\n\nIngersoll Rand\n',NA,"b'\nUtilize various tools to evaluate the effectiveness of AQP including Gemba, management reviews, internal audits, feedback from internal and external customers,...'"
Galway,Senior Formulation Scientist – Galway,b'\n\nCollins McNicholas\n',NA,b'\nFundamentals of statistical data analysis. Provide clear interpretation and presentation of data to support technical decisions/recommendations....'
Galway,Design Engineer,b'\n\n\nReal Staffing\n',NA,"b""\nAs a Mechanical Design Engineer, you'll be working for a medical organisation in Galway. A medical organisation in Galway are looking for a Design Engineer to..."""
Connacht,Drug Product Engineer,b'\n\n\nAbbVie\n',NA,b'\nData processing and analysis experience. To provide technical support and program management to all relevant functional departments and NPI\xe2\x80\x99s throughout the...'
Galway,Associate Software Developer,b'\n\n\nFidelity Investments\n',NA,"b'\nCatalyst is a large data warehouse storing Project, Financial and application data for the enterprise. This product sources data from all the Application...'"
Galway,Polymer Engineer II (materials/ moulding/ extrusions),b'\n\n\nBoston Scientific Corporation\n',NA,"b'\nManufacturing Engineer, Engineer, Materials Science, Chemical Engineer, Engineering, Science, Quality. Gives technical guidance to Associate Engineers and...'"
Galway,Mechanical Design Engineer,b'\n\nPlaceMe Recruitment\n',NA,b'\nExcellent written and verbal communication skills to interpret and communicate data accurately. Part of the Applications Engineering Department responsible for...'
Galway,Agricultural /Mechanical Engineer,b'\n\n\nFRS Recruitment\n',NA,b'\nA leading wholesale distributor of farm machinery parts is currently looking to recruit a Content Developement Engineer....'
Galway,"Senior Systems Engineer PCI, AZURE",b'\n\n\nFintrax\n',NA,"b'\nDocument the as-is payment card data flow across networks in multiple data centres, Servers, applications services, databases, secured and unsecured entry...'"
Galway,Customer Success Engineer,b'\n\nAltocloud\n',NA,b'\nJobs@altocloud.com (Customer Success Engineer). We are looking for a Customer Success Engineer. Raising defects and working with the Dev Engineers to resolve...'
Galway,Design-process engineer,b'\n\n\nTE Connectivity\n',NA,"b'\nOur commitment to innovation enables advancements in transportation, industrial applications, medical technology, energy, data communications, and the home....'"
Galway,Senior Network and Cloud Infrastructure Engineer,b'\n\nSleepless\n',NA,b'\nAvita and Sleepless are seeking a Network and Cloud Infrastructure Engineer to join our team based in Galway City....'
Galway,Test Engineer,b'\n\nICDS Recruitment\n',NA,b'\nTest Engineer - County Galway. Generation of Qualification Plan and statistical data to validate product test strategy....'
Connacht,Senior Quality Engineer,b'\n\n\nIngersoll Rand\n',NA,"b'\nYields, Leak Rate performance, E-Coat quality data. Six Sigma Qualification and high competence in data analysis and LEAN....'"
Galway,Senior Software Engineer,b'\n\n\nSigmar Recruitment\n',NA,"b'\nUnstructured data, NoSQL databases. Senior Software Engineer \xe2\x80\x93 Permanent \xe2\x80\x93 Galway. I am interested in speaking on behalf of an excellent organisation to Java...'"
Galway,IT – Hyperion Analyst,b'\n\n\nTE Connectivity\n',NA,"b'\nOur 72,000 people, including over 7,000 engineers, partner with customers in over 150 countries across a wide range of industries....'"
Galway,TPM00869 – Senior Electronic R&D Engineer,b'\n\nTandem Project Management\n',NA,b'\nSupport manufacturing to get parts released to production and analyze complaint and yield data as part of risk analysis reviews....'
Galway,R & D Engineer,b'\n\n\nHeadhunt International\n',NA,"b'\nCompile and analyse operational, test and development data to establish performance standards for newly....'"
Galway,Embedded Software Engineer,b'\n\nPlaceMe Recruitment\n',NA,"b'\nOpportunity to work in a Global Technology company that utilises IOT, Big Data and Bluetooth to drive innovation throughout their product range....'"
Galway,Database DBA,b'\n\n\nALISON\n',NA,"b'\nYou will identify data sources, provide data flow diagrams, and build data decomposition diagrams. You will work with data scientists and analysts, ensuring...'"
Galway,Quality Systems Engineer,b'\n\n\nTE Connectivity\n',NA,"b'\nQuality Systems Engineer. Monthly Manufacturing Training Report (provided to HR, accounting for all training data analysis)....'"
Galway,Cloud Service Centre – Integration Engineer - SAP Galway,b'\n\nManpower Ireland\n',NA,"b'\nVarious data services like Data Migration and Data cleansing are also in our portfolio. As an Integration Engineer, you will be part of a core team, carrying...'"
Galway,TPM00867 – R&D FEA Engineer,b'\n\nTandem Project Management\n',NA,b'\nOur Engineers are directly involved in the development of innovative products for use in medical procedures. Apply knowledge of materials and testing procedures...'
Galway,TPM00891 – Senior R&D Engineer – Mechanical,b'\n\nTandem Project Management\n',NA,b'\nSupport manufacturing to get parts released to production and analyze complaint and yield data as part of risk analysis reviews....'
Galway,R&D Engineer,b'\n\nHERO Recruitment\n',NA,"b'\n091730022 R&D Engineer Our client, a medical device company in Galway are currently looking to recruit a R&D Engineer for their site....'"
Connacht,Software Test Automation Engineer,b'\n\n\nsiren\n',NA,"b'\nSoftware Engineer in Test Automation. Any experience in a big data environment, in particular using Elasticsearch, would be great....'"
Galway,Process Engineer,b'\n\nICDS Recruitment\n',NA,"b'\nProcess Engineer - Galway. Data driven analysis with emphasis on statistical techniques. You will support manufacturing by improving product quality, line...'"
Connacht,Computer Vision Test Engineer,b'\n\nICDS Recruitment\n',NA,"b'\nComputer Vision Test Engineer - Galway. Work closely with internal/external contractors, Engineers and Technicians to ensure delivery of robust test solutions....'"
Galway,Java Developer Contract Galway,b'\n\n\nWallace Myers International\n',NA,"b'\nExperienced full stack engineer with 4+ years Java software development experience required. Opportunity to work in a Global Company that utilises IOT, Big Data...'"
Galway,Senior Electronics Design Engineer,b'\n\nCareerWise Recruitment\n',NA,"b'\nA Senior Electronics Design Engineer is required by CareerWise Recruitment for our Galway based client. Familiar with a broad spectrum of sub-systems, ranging...'"
Galway,R&D Project Manager,b'\n\nLife Science Recruitment\n',NA,b'\nThe successful applicant will be responsible for Managing Project(s) and providing Technical Leadership to a team of engineers and scientists in the development...'
Galway,Cloud Product Support Associate/Engineer with French - ByD/C...,b'\n\n\nSAP\n',NA,"b'\nUnderstanding of report capabilities, how report fetches data, customization concepts in analytics and features such as broadcasts, cloud data sources, KPIs...'"
Galway,Quality Project Team Member (Electronics),b'\n\nICDS Recruitment\n',NA,"b'\nCo-ordination of Data Capture, analysis & presentation to Design & Process Engineers. Supporting all Project Engineers in the preparation of PSW Documentation....'"
Galway,Manufacturing Engineer,b'\n\nCollins McNicholas\n',NA,"b'\nManufacturing Engineer Qualifications / Experience:. Manufacturing Engineer Duties & Responsibilities :. Our client, a medical device company in Athlone are...'"
Galway,Senior Global Quality Systems Engineer,b'\n\nHERO Recruitment\n',NA,"b'\n091730022 Senior Global Quality Systems Engineer Our client, a medical device company in Galway are currently looking to recruit a Senior Global Quality Systems...'"
Galway,Automation Engineer (Medical Device),b'\n\nICDS Recruitment\n',NA,"b'\nAutomation Engineer (Medical Device) - Galway. Experience with vision systems, robotics, data handling and SolidWorks 3D Modelling will be a distinct advantage....'"
Galway,Automation Engineer,b'\n\nThe RFT Group\n',NA,b'\nKey Responsibilities of Automation Engineer:. Due to continued expansion my client a multinational Manufacturing Healthcare company now require an Automation...'
Galway,CSV Engineer,b'\n\n\nCpl Recruitment\n',NA,b'\nAssesses company\xe2\x80\x99s computer systems and identifies any potential Part 11 or Annex 11 gaps and ensure best data integrity practices are enforced....'
Galway,HR Generalist,b'\n\nICDS Recruitment\n',NA,"b'\nEnsure accuracy and integrity of all data concerning Staff, (eg HRIS etc). Trustworthy, patient, ability to forge positive relationships with engineers and...'"
Galway,Java Developer Galway - Contract or Permanent,b'\n\n\nWallace Myers International\n',NA,"b'\nExperienced full stack engineer with 4+ years Java software development experience required. Opportunity to work in a Global Company that utilises IOT, Big Data...'"
Galway,Senior Quality Engineer,b'\n\nFastnet Recruitment\n',NA,"b'\nSenior Quality Engineer (Team Lead). Implementation of Statistical Process Control in areas where needed and appropriate, analysis of data obtained....'"
Galway,Manufacturing Engineer,b'\n\n\nReal Staffing\n',NA,"b'\nGives technical guidance to Associate Engineers and technicians. Under broad supervision you will compile and analyse operational, test and experimental data to...'"
Galway,Project Test Lead,b'\n\nICDS Recruitment\n',NA,"b'\nLiaise with Hardware Engineer on Hardware testing and HAT reports. Liaise with Image Quality Engineer on IQ Test Reports, Vehicle Test Reports/Issues found....'"
Galway,Senior Quality Engineer,b'\n\nHERO Recruitment\n',NA,"b'\n091730022 Senior Quality Engineer Our client, a manufacturing company in Galway are currently looking to recruit a Senior Quality Engineer for their site....'"
Galway,Senior Manufacturing Engineer,b'\n\nICDS Recruitment\n',NA,"b'\nSenior Manufacturing Engineer - Galway. In the role of Senior Manufacturing Engineer, you will be expected to provide effective leadership to a team of...'"
Galway,R&D System Test Lead,b'\n\nICDS Recruitment\n',NA,b'\nLiaise with Hardware Engineer on Hardware testing and HAT reports. Liaise with Mechanical Engineer on Mechanical Testing and MAT Test report....'
Galway,Technical Lead .Net Developer – Tools and Practices,b'\n\n\nFintrax Group\n',NA,"b'\nProvide technical leadership to a team of software engineers to build state of the art software. Develop as well as review System Interaction & Flow diagrams,...'"
Galway,QA/RA Manager – Permanent – Galway,b'\n\nCollins McNicholas\n',NA,b'\nTrend analysis of data from the controls. Supervision of quality engineers to ensure compliance for their areas of responsibility for ;...'
Galway,Front End Software Developer,b'\n\n\nFRS Recruitment\n',NA,"b'\nWork with support engineers, professional services and sales engineers to investigate and handle customer and field escalated cases....'"
Galway,Controls/Automation Engineer-Ireland - Rate DOE,b'\n\nSTR Group Limited\n',NA,b'\nExperience in setting up Data Historians. SOFTWARE / CONTROLS ENGINEER - 12 MONTH CONTRACT - IRELAND - RATE DOE....'
Galway,Test Automation Engineer,b'\n\nReperio Human Capital\n',NA,b'\nDesired Skills Test Automation Engineer. Knowledge of or an interest in Big Data. I have a fantastic opportunity available for test automation engineer with an...'
Galway,Full Stack Developer .NET / MVC / Entity,b'\n\n\nSpring\n',NA,"b'\nExperience with SQL Server and Oracle including Oracle data access. Full Stack Developer / Full Stack Programmer / Full Stack Software Engineer - .NET, MVC,...'"
Galway,Manufacturing Technician,b'\n\n\nMerit Medical Systems Inc.\n',NA,"b'\nPresents and implements solutions to process or product related issues, with technical advice from engineers or supervisor....'"
Galway,Manufacturing Engineers I/II Galway,b'\n\n\nBoston Scientific Corporation\n',NA,"b'\nManufacturing Engineer I/II. Gives technical guidance to Associate Engineers and technicians. Industrial, Product Development, Manufacturing Engineer,...'"
Galway,Manufacturing Technician- Nights,b'\n\n\nTE Connectivity\n',NA,b'\nWork with Manufacturing Engineers in developing; This role reports to the Senior Manufacturing Engineer. Our commitment to innovation enables advancements in...'
Galway,"Senior Design Engineer - Water - Galway/Meath, Ireland",b'\n\nCoffey Water Limited\n',NA,b'\nThe candidate\xe2\x80\x99s leadership will extend to mentorship of junior design and project engineers. Perform preliminary and detailed design of water / wastewater...'
Galway,Senior Design Engineer - Wastewater - Galway/Meath,b'\n\nCoffey Water Limited\n',NA,b'\nThe candidate\xe2\x80\x99s leadership will extend to mentorship of junior design and project engineers. Perform preliminary and detailed design of water / wastewater...'
Galway,Cloud Product Support Associate/Engineer with German - ByD/C...,b'\n\n\nSAP\n',NA,"b'\nUnderstanding of report capabilities, how report fetches data, customization concepts in analytics and features such as broadcasts, cloud data sources, KPIs...'"
Galway,Manufacturing Technician,b'\n\nHERO Recruitment\n',NA,"b'\nReceives technical advice from engineers or supervisor for complex problems. Capable of preparing test specimens/samples, adjusts and operates test or process...'"
Galway,Manufacturing Technician II X 4 – Medical Device,b'\n\n\nSigmar Recruitment\n',NA,"b'\nReceives technical advice from engineers or supervisor for complex problems. Presents and implements solutions to process or product related issues, with...'"
Galway,Senior System Engineer - Galway,b'\n\nReperio Human Capital\n',NA,"b'\nSenior Systems Engineer - Dublin/Galway. Main responsibilities of the Senior Systems Engineer:. Desired Skills Systems Engineer, Systems Administrator, Security...'"
Galway,Process Scientist – Manufacturing Support,b'\n\nCollins McNicholas\n',NA,b'\nPresents process monitoring data to IOPS Management as necessary. Communicate information on current process data and other IOPS initiatives which may impact...'
Galway,Manufacturing Engineers – All Levels,b'\n\n\nSigmar Recruitment\n',NA,b'\nGives technical guidance to Associate Engineers and technicians. Very high demand for Manufacturing Engineers of all levels within the Medical Device Industry...'
County Galway,TPM00906 – Quality Engineer,b'\n\nTandem Project Management\n',NA,b'\nExperienced with practical working knowledge of statistical data analysis and quality improvement tools and techniques....'
Galway,Senior Quality Engineer,b'\n\n\nSigmar Recruitment\n',NA,b'\nSix Sigma Qualification and high competence in data analysis and LEAN manufacturing. Are you a Senior Quality Engineer looking for a new & permanent position...'
Galway,Quality Engineer,b'\n\nHERO Recruitment\n',NA,"b'\n0868395533 Quality Engineer Our client, a medical device company in Galway are currently looking to recruit a Quality Engineer for their site....'"
Galway,Associate Quality Engineer,b'\n\nHERO Recruitment\n',NA,"b'\n0868395533 Associate Quality Engineer Our client, a medical device company in Galway are currently looking to recruit an Associate Quality Engineer for their...'"
Galway,Senior R&D Engineer,b'\n\nHERO Recruitment\n',NA,"b'\n091730022 Senior R&D Engineer Our client, a medical device company in Galway are currently looking to recruit a Senior R&D Engineer for their site....'"
Galway,Quality Validation Engineer,b'\n\nCollins McNicholas\n',NA,b'\nThe Quality Assurance Engineer will have:. Duties and Primary Responsibilities of the Quality Engineer:. The QA Engineer will have responsibility for providing...'
Galway,Advanced Quality Planning Engineer,b'\n\nHERO Recruitment\n',NA,"b'\n091730022 Advanced Quality Planning Engineer Our client, a manufacturing company in Galway are currently looking to recruit a Test Engineer for their site....'"
Galway,Senior NPI Process Development Engineering Job,b'\n\n\nSigmar Recruitment\n',NA,"b'\nCreate a friendly, supportive environment as a result of data based improvement methods and use your knowledge and leadership skills on implementation of QMS in...'"
Galway,Snr Quality Assurance Engineer Coatings – Galway,b'\n\nCollins McNicholas\n',NA,"b'\nStrong presentation skills, utilizing tools to address opportunities for improvement and experience in providing reports and data analysis to a variety of...'"
Galway,R&D Packaging Engineer,b'\n\nThe RFT Group\n',NA,"b'\nR&D Packaging Engineer. Responsibilities for R&D Packaging Engineer:. The RFT Group , BioPharmaceutical Division specialise exclusively in the recruitment of...'"
Galway,Quality Engineer NPI,b'\n\nCollins McNicholas\n',NA,"b'\nQA Engineer NPI responsibilities:. Provide quality support to Manufacturing Engineering with sampling plans, data processing or analysis for validation for new...'"
Galway,Automation Engineer,b'\n\nHERO Recruitment\n',NA,"b'\nAutomation Engineer Our client, a medical device company in Galway are currently looking to recruit an Automation Engineer for their site....'"
Galway,Product Builder,b'\n\nCareerWise Recruitment\n',NA,b'\nMaintain accurate records and report data on computerized system. Communicates with other Team members and engineers concerning product defects and effectively...'
Galway,Senior Process Engineer - Water,b'\n\nJobContax\n',NA,"b'\nProblem identification by field observations, data-analyses and test data; As lead process engineer on Water & Wastewater Treatment Plant projects, you will be...'"
Galway,QUALITY ASSURANCE ENGINEER (OPERATIONS),b'\n\nICDS Recruitment\n',NA,"b'\nQUALITY ASSURANCE ENGINEER (OPERATIONS) - Galway. Implementation of statistical process control in areas where needed and appropriate, analysis of data obtained...'"
Limerick,Senior Data Scientist DU1769,b'\n\n\nPM Group\n',NA,"b'\nSenior Data Scientist. Demonstrated applied experience in data analysis, statistical principles, data mining and algorithm development....'"
Limerick,Research and Development Engineer,b'\n\n\nAnalog Devices\n',NA,"b'\nSenior Process Design Engineer. For positions requiring access to technical data, Analog Devices, Inc. Analog Devices (NASDAQ:....'"
Limerick,Deskside Support Engineer,b'\n\nWinborough Technologies Limited\n',NA,"b'\nJob Description :  Technical Skill set :  Soft Skills :  * Excellent in verbal , written communication, personal interaction skills * Strong problem...'"
Limerick,Mechanical Engineer,b'\n\nOradeo\n',NA,"b'\nAs a *Mechanical Engineer*. Prestigious M&E projects including industrial, data centres, pharmaceutical etc.*....'"
Limerick,Graduate Software Engineer,b'\n\n\nFRS Recruitment\n',NA,"b""\nYour main duties as a Graduate Software Engineer:. What you'll need in this Graduate Software Engineer role:...."""
Limerick,Technical Support Engineer,b'\n\nAccuvio Software\n',NA,b'\nBe comfortable with dealing with large data sets in Excel. The Accuvio software is used by large corporates to gather usage data relating to their natural...'
Limerick,Software Engineer,b'\n\nCSIS\n',NA,"b'\nGathering and documenting user requirements, analysing data and conducting unit, system, performance and quality assurance testing....'"
Limerick,Data Scientist - Limerick,b'\n\nReperio Human Capital\n',NA,"b'\nData Scientist - Limerick. Desired Skills data scientist, spark, scala, python, r. Exciting and expanding start-up company requires talented Data Scientist to...'"
Limerick,Product / Evaluation Engineer,b'\n\n\nAnalog Devices\n',NA,"b'\nFor positions requiring access to technical data, Analog Devices, Inc. Interface with Design, Fab, Assembly, Application and Test Development Engineers as part...'"
Limerick,"Senior Technical Support Engineer, Ireland",b'\n\n\nCasa Systems Inc\n',NA,"b'\nEnter data in a web-based ticketing system (Salesforce). Casa Communications Limited, a subsidiary of Casa Systems, Inc., is seeking to hire a Senior Technical...'"
Limerick,Customer Operations Support Engineer (Multiple Locations),b'\n\nTango Telecom\n',NA,b'\nCustomer Operations Support Engineer. Tango Telecom is a leading global provider of Data Monetisation Solutions for evolving mobile networks....'
Limerick,SAN Storage Engineer,b'\n\n\nPFH Technology Group\n',NA,b'\nSAN/Network Engineer with over 5 years working in IT Support roles. Our client in Limerick requires an experienced SAN Storage Engineer for a multi year...'
Limerick,Staff/Lead Moulding Engineer,b'\n\n\nJohnson & Johnson Family of Companies\n',NA,"b'\nStaff Injection Molding Engineer, Vistakon Ireland, part of the Johnson & Johnson family of companies. You will have a passion for Process Development with a...'"
Limerick,"Director, System Applications Engineering",b'\n\n\nAnalog Devices\n',NA,"b'\nCollaborating with engineers in design to product release, creating datasheet specification tables, typical performance characteristic graphs using...'"
"Shannon, County Clare",Project Engineer,b'\n\n\nGeneral Electric\n',NA,"b'\nExperience using Oracle or SAP Data Management software systems. GE is the world\xe2\x80\x99s Digital Industrial Company, transforming industry with software-defined...'"
Limerick,BIM Engineer - Limerick,b'\n\nKCM Recruitment Ltd.\n',NA,b'\nBIM Engineer - Limerick. Adding data attributes to the model where appropriate. Our client is a major Irish main contractor who require a BIM Engineer to add to...'
Limerick,IT Network Engineer - Limerick,b'\n\nReperio Human Capital\n',NA,b'\nIT Network Engineer - Limerick. Key responsibilities of the Network Engineer:. As a network engineer you will have :....'
Limerick,Software Engineer,b'\n\nICDS Recruitment\n',NA,"b'\nSoftware Engineer - Limerick. A strong understanding of Design patterns, Data structures, OOP & OOD concepts and algorithms and their application in a...'"
Limerick,Moulding/Mechanical Engineer,b'\n\nICDS Recruitment\n',NA,b'\nMoulding/Mechanical Engineer - Limerick. You will have a passion for process development with a strong background in systematic problem solving and data...'
Limerick,Moulding/Mechanical Engineer (Medical Devices),b'\n\nICDS Recruitment\n',NA,b'\nMoulding/Mechanical Engineer - Limerick. You will have a passion for process development with a strong background in systematic problem solving and data...'
